Drug A,Drug B,Cell Line,Amount of Literatures,Predicted Synergy Score
ETOPOSIDE,OXALIPLATIN,ZR751,0,6.114306
ETOPOSIDE,PACLITAXEL,A2058,0,-12.2223
ETOPOSIDE,PACLITAXEL,A2780,5,2.074606
ETOPOSIDE,PACLITAXEL,A375,1,17.48742
ETOPOSIDE,PACLITAXEL,A427,0,-0.33853
ETOPOSIDE,PACLITAXEL,CAOV3,4,37.692
ETOPOSIDE,PACLITAXEL,COLO320DM,0,20.22246
ETOPOSIDE,PACLITAXEL,DLD1,1,7.341488
ETOPOSIDE,PACLITAXEL,EFM192B,0,-14.1359
ETOPOSIDE,PACLITAXEL,ES2,0,10.99536
ETOPOSIDE,PACLITAXEL,HCT116,6,-11.5098
ETOPOSIDE,PACLITAXEL,HT144,0,41.25546
ETOPOSIDE,PACLITAXEL,HT29,4,8.16256
ETOPOSIDE,PACLITAXEL,KPL1,0,9.405141
ETOPOSIDE,PACLITAXEL,LNCAP,11,-0.12224
ETOPOSIDE,PACLITAXEL,LOVO,2,11.03086
ETOPOSIDE,PACLITAXEL,MDAMB436,0,15.97502
ETOPOSIDE,PACLITAXEL,MSTO,0,24.05152
ETOPOSIDE,PACLITAXEL,NCIH1650,0,11.53417
ETOPOSIDE,PACLITAXEL,NCIH2122,0,-70.4982
ETOPOSIDE,PACLITAXEL,NCIH23,0,-50.6967
ETOPOSIDE,PACLITAXEL,NCIH460,0,30.30064
ETOPOSIDE,PACLITAXEL,NCIH520,0,3.12989
ETOPOSIDE,PACLITAXEL,OCUBM,0,-11.856
ETOPOSIDE,PACLITAXEL,OV90,0,13.13951
ETOPOSIDE,PACLITAXEL,OVCAR3,4,-13.0478
ETOPOSIDE,PACLITAXEL,PA1,1,-16.093
ETOPOSIDE,PACLITAXEL,RKO,1,-0.84868
ETOPOSIDE,PACLITAXEL,RPMI7951,0,3.739956
ETOPOSIDE,PACLITAXEL,SKMEL30,0,22.21057
ETOPOSIDE,PACLITAXEL,SKMES1,0,14.81246
ETOPOSIDE,PACLITAXEL,SKOV3,7,5.436463
ETOPOSIDE,PACLITAXEL,SW620,2,7.50955
ETOPOSIDE,PACLITAXEL,SW837,0,20.63816
ETOPOSIDE,PACLITAXEL,T47D,2,-9.07371
ETOPOSIDE,PACLITAXEL,UACC62,0,8.969249
ETOPOSIDE,PACLITAXEL,UWB1289,0,-4.43888
ETOPOSIDE,PACLITAXEL,UWB1289BRCA1,0,20.17445
ETOPOSIDE,PACLITAXEL,VCAP,0,-4.24998
ETOPOSIDE,PACLITAXEL,ZR751,0,18.15542
ETOPOSIDE,SN-38,A2058,0,7.567551
ETOPOSIDE,SN-38,A2780,1,16.38454
ETOPOSIDE,SN-38,A375,0,1.169722
ETOPOSIDE,SN-38,A427,0,-0.5867
ETOPOSIDE,SN-38,CAOV3,0,94.81501
ETOPOSIDE,SN-38,COLO320DM,0,11.74672
ETOPOSIDE,SN-38,DLD1,0,8.940633
ETOPOSIDE,SN-38,EFM192B,0,4.108377
ETOPOSIDE,SN-38,ES2,0,2.230936
ETOPOSIDE,SN-38,HCT116,1,16.54595
ETOPOSIDE,SN-38,HT144,0,30.708
ETOPOSIDE,SN-38,HT29,3,8.628741
ETOPOSIDE,SN-38,KPL1,0,22.00371
ETOPOSIDE,SN-38,LNCAP,1,19.58676
ETOPOSIDE,SN-38,LOVO,0,1.133094
ETOPOSIDE,SN-38,MDAMB436,0,18.32851
ETOPOSIDE,SN-38,MSTO,0,19.28456
ETOPOSIDE,SN-38,NCIH1650,0,16.03864
ETOPOSIDE,SN-38,NCIH2122,0,-0.32705
ETOPOSIDE,SN-38,NCIH23,0,-47.4575
ETOPOSIDE,SN-38,NCIH460,0,27.00748
ETOPOSIDE,SN-38,NCIH520,0,7.008151
ETOPOSIDE,SN-38,OCUBM,0,4.363329
ETOPOSIDE,SN-38,OV90,0,-1.56267
ETOPOSIDE,SN-38,OVCAR3,0,20.64406
ETOPOSIDE,SN-38,PA1,0,-8.86316
ETOPOSIDE,SN-38,RKO,0,19.47588
ETOPOSIDE,SN-38,RPMI7951,0,5.757182
ETOPOSIDE,SN-38,SKMEL30,0,23.10851
ETOPOSIDE,SN-38,SKMES1,0,17.55333
ETOPOSIDE,SN-38,SKOV3,0,6.126479
ETOPOSIDE,SN-38,SW620,0,7.532267
ETOPOSIDE,SN-38,SW837,0,15.51063
ETOPOSIDE,SN-38,T47D,0,7.260878
ETOPOSIDE,SN-38,UACC62,0,17.86006
ETOPOSIDE,SN-38,UWB1289,0,14.95773
ETOPOSIDE,SN-38,UWB1289BRCA1,0,25.30289
ETOPOSIDE,SN-38,VCAP,0,22.85137
ETOPOSIDE,SN-38,ZR751,0,23.48942
ETOPOSIDE,TOPOTECAN,A2058,0,12.28213
ETOPOSIDE,TOPOTECAN,A2780,2,13.05764
ETOPOSIDE,TOPOTECAN,A375,0,-13.3175
ETOPOSIDE,TOPOTECAN,A427,0,14.32763
ETOPOSIDE,TOPOTECAN,CAOV3,0,40.28706
ETOPOSIDE,TOPOTECAN,COLO320DM,0,10.5672
ETOPOSIDE,TOPOTECAN,DLD1,0,11.7282
ETOPOSIDE,TOPOTECAN,EFM192B,0,9.187439
ETOPOSIDE,TOPOTECAN,ES2,0,3.845623
ETOPOSIDE,TOPOTECAN,HCT116,4,20.06468
ETOPOSIDE,TOPOTECAN,HT144,0,33.46145
ETOPOSIDE,TOPOTECAN,HT29,1,12.85553
ETOPOSIDE,TOPOTECAN,KPL1,0,24.80184
ETOPOSIDE,TOPOTECAN,LNCAP,0,-59.2913
ETOPOSIDE,TOPOTECAN,LOVO,0,14.60186
ETOPOSIDE,TOPOTECAN,MDAMB436,0,17.28878
ETOPOSIDE,TOPOTECAN,MSTO,0,2.874826
ETOPOSIDE,TOPOTECAN,NCIH1650,0,23.22741
ETOPOSIDE,TOPOTECAN,NCIH2122,0,16.47681
ETOPOSIDE,TOPOTECAN,NCIH23,0,-72.2968
ETOPOSIDE,TOPOTECAN,NCIH460,0,7.819667
ETOPOSIDE,TOPOTECAN,NCIH520,0,19.34606
ETOPOSIDE,TOPOTECAN,OCUBM,0,-2.47472
ETOPOSIDE,TOPOTECAN,OV90,0,9.828486
ETOPOSIDE,TOPOTECAN,OVCAR3,0,4.557312
ETOPOSIDE,TOPOTECAN,PA1,0,-11.44
ETOPOSIDE,TOPOTECAN,RKO,0,20.76237
ETOPOSIDE,TOPOTECAN,RPMI7951,0,3.652297
ETOPOSIDE,TOPOTECAN,SKMEL30,0,38.71641
ETOPOSIDE,TOPOTECAN,SKMES1,0,15.95996
ETOPOSIDE,TOPOTECAN,SKOV3,1,12.38526
ETOPOSIDE,TOPOTECAN,SW620,1,16.91237
ETOPOSIDE,TOPOTECAN,SW837,0,26.82795
ETOPOSIDE,TOPOTECAN,T47D,0,-10.265
ETOPOSIDE,TOPOTECAN,UACC62,0,15.59574
ETOPOSIDE,TOPOTECAN,UWB1289,0,8.867515
ETOPOSIDE,TOPOTECAN,UWB1289BRCA1,0,24.74532
ETOPOSIDE,TOPOTECAN,VCAP,0,27.38426
ETOPOSIDE,TOPOTECAN,ZR751,0,25.71602
ETOPOSIDE,VINBLASTINE,A2058,0,-3.67442
ETOPOSIDE,VINBLASTINE,A2780,4,3.666195
ETOPOSIDE,VINBLASTINE,A375,0,-15.7636
ETOPOSIDE,VINBLASTINE,A427,0,-6.40729
ETOPOSIDE,VINBLASTINE,CAOV3,0,54.74097
ETOPOSIDE,VINBLASTINE,COLO320DM,1,9.164993
ETOPOSIDE,VINBLASTINE,DLD1,0,2.466562
ETOPOSIDE,VINBLASTINE,EFM192B,0,3.832409
ETOPOSIDE,VINBLASTINE,ES2,0,12.70222
ETOPOSIDE,VINBLASTINE,HCT116,1,0.533793
ETOPOSIDE,VINBLASTINE,HT144,0,35.39686
ETOPOSIDE,VINBLASTINE,HT29,2,6.30585
ETOPOSIDE,VINBLASTINE,KPL1,0,19.61109
ETOPOSIDE,VINBLASTINE,LNCAP,9,-7.33148
ETOPOSIDE,VINBLASTINE,LOVO,1,9.407798
ETOPOSIDE,VINBLASTINE,MDAMB436,0,11.67252
ETOPOSIDE,VINBLASTINE,MSTO,0,6.079021
ETOPOSIDE,VINBLASTINE,NCIH1650,0,12.60153
ETOPOSIDE,VINBLASTINE,NCIH2122,0,-2.09146
ETOPOSIDE,VINBLASTINE,NCIH23,0,-46.8723
ETOPOSIDE,VINBLASTINE,NCIH460,0,7.80064
ETOPOSIDE,VINBLASTINE,NCIH520,0,0.681921
ETOPOSIDE,VINBLASTINE,OCUBM,0,11.82612
ETOPOSIDE,VINBLASTINE,OV90,0,0.683261
ETOPOSIDE,VINBLASTINE,OVCAR3,0,-21.7657
ETOPOSIDE,VINBLASTINE,PA1,0,-26.0451
ETOPOSIDE,VINBLASTINE,RKO,0,19.46898
ETOPOSIDE,VINBLASTINE,RPMI7951,0,-9.2827
ETOPOSIDE,VINBLASTINE,SKMEL30,0,5.036791
ETOPOSIDE,VINBLASTINE,SKMES1,0,-5.78901
ETOPOSIDE,VINBLASTINE,SKOV3,3,14.90251
ETOPOSIDE,VINBLASTINE,SW620,0,29.34365
ETOPOSIDE,VINBLASTINE,SW837,0,30.46534
ETOPOSIDE,VINBLASTINE,T47D,1,-9.58195
ETOPOSIDE,VINBLASTINE,UACC62,0,6.577273
ETOPOSIDE,VINBLASTINE,UWB1289,0,-10.4483
ETOPOSIDE,VINBLASTINE,UWB1289BRCA1,0,11.45532
ETOPOSIDE,VINBLASTINE,VCAP,0,19.05401
ETOPOSIDE,VINBLASTINE,ZR751,0,11.37772
ETOPOSIDE,VINORELBINE,A2058,0,-24.5566
ETOPOSIDE,VINORELBINE,A2780,1,-4.24312
ETOPOSIDE,VINORELBINE,A375,1,-45.8515
ETOPOSIDE,VINORELBINE,A427,0,-10.813
ETOPOSIDE,VINORELBINE,CAOV3,1,15.06117
ETOPOSIDE,VINORELBINE,COLO320DM,0,11.58383
ETOPOSIDE,VINORELBINE,DLD1,0,0.584722
ETOPOSIDE,VINORELBINE,EFM192B,0,-13.2932
ETOPOSIDE,VINORELBINE,ES2,0,-5.76763
ETOPOSIDE,VINORELBINE,HCT116,0,-20.1606
ETOPOSIDE,VINORELBINE,HT144,0,22.70465
ETOPOSIDE,VINORELBINE,HT29,0,-13.155
ETOPOSIDE,VINORELBINE,KPL1,0,6.003525
ETOPOSIDE,VINORELBINE,LNCAP,1,10.2703
ETOPOSIDE,VINORELBINE,LOVO,0,9.385931
ETOPOSIDE,VINORELBINE,MDAMB436,0,11.15068
ETOPOSIDE,VINORELBINE,MSTO,0,36.03175
ETOPOSIDE,VINORELBINE,NCIH1650,0,13.07836
ETOPOSIDE,VINORELBINE,NCIH2122,0,-24.4347
ETOPOSIDE,VINORELBINE,NCIH23,0,-139.113
ETOPOSIDE,VINORELBINE,NCIH460,0,13.83927
ETOPOSIDE,VINORELBINE,NCIH520,0,-0.48291
ETOPOSIDE,VINORELBINE,OCUBM,0,-21.7855
ETOPOSIDE,VINORELBINE,OV90,0,29.14911
ETOPOSIDE,VINORELBINE,OVCAR3,0,-30.8051
ETOPOSIDE,VINORELBINE,PA1,0,-36.9369
ETOPOSIDE,VINORELBINE,RKO,0,-6.71357
ETOPOSIDE,VINORELBINE,RPMI7951,0,-14.2072
ETOPOSIDE,VINORELBINE,SKMEL30,0,8.12609
ETOPOSIDE,VINORELBINE,SKMES1,0,2.987903
ETOPOSIDE,VINORELBINE,SKOV3,0,-0.90318
ETOPOSIDE,VINORELBINE,SW620,0,3.591643
ETOPOSIDE,VINORELBINE,SW837,0,14.41939
ETOPOSIDE,VINORELBINE,T47D,0,-16.205
ETOPOSIDE,VINORELBINE,UACC62,0,-8.32688
ETOPOSIDE,VINORELBINE,UWB1289,0,5.498635
ETOPOSIDE,VINORELBINE,UWB1289BRCA1,0,5.323232
ETOPOSIDE,VINORELBINE,VCAP,0,-30.5548
ETOPOSIDE,VINORELBINE,ZR751,0,15.73659
GEMCITABINE,METFORMIN,A2058,0,-2.62104
GEMCITABINE,METFORMIN,A2780,0,-1.61066
GEMCITABINE,METFORMIN,A375,0,-5.38597
GEMCITABINE,METFORMIN,A427,0,-0.56028
GEMCITABINE,METFORMIN,CAOV3,0,2.203264
GEMCITABINE,METFORMIN,COLO320DM,0,2.846586
GEMCITABINE,METFORMIN,DLD1,0,4.758729
GEMCITABINE,METFORMIN,EFM192B,0,3.192809
GEMCITABINE,METFORMIN,ES2,0,2.695486
GEMCITABINE,METFORMIN,HCT116,0,-2.20248
GEMCITABINE,METFORMIN,HT144,0,5.017416
GEMCITABINE,METFORMIN,HT29,0,3.035918
GEMCITABINE,METFORMIN,KPL1,0,-1.27466
GEMCITABINE,METFORMIN,LNCAP,0,-26.3109
GEMCITABINE,METFORMIN,LOVO,0,-2.19016
GEMCITABINE,METFORMIN,MDAMB436,0,4.763844
GEMCITABINE,METFORMIN,MSTO,0,-10.5675
GEMCITABINE,METFORMIN,NCIH1650,0,0.231361
GEMCITABINE,METFORMIN,NCIH2122,0,2.743768
GEMCITABINE,METFORMIN,NCIH23,0,-1.18362
GEMCITABINE,METFORMIN,NCIH460,0,-1.01488
GEMCITABINE,METFORMIN,NCIH520,0,-0.02776
GEMCITABINE,METFORMIN,OCUBM,0,-0.1172
GEMCITABINE,METFORMIN,OV90,0,1.377748
GEMCITABINE,METFORMIN,OVCAR3,0,-4.68486
GEMCITABINE,METFORMIN,PA1,0,2.497923
GEMCITABINE,METFORMIN,RKO,0,-4.53667
GEMCITABINE,METFORMIN,RPMI7951,0,0.217471
GEMCITABINE,METFORMIN,SKMEL30,0,2.799415
GEMCITABINE,METFORMIN,SKMES1,0,-5.89174
GEMCITABINE,METFORMIN,SKOV3,0,0.864045
GEMCITABINE,METFORMIN,SW620,0,2.496481
GEMCITABINE,METFORMIN,SW837,0,5.123184
GEMCITABINE,METFORMIN,T47D,0,9.620374
GEMCITABINE,METFORMIN,UACC62,0,0.073715
GEMCITABINE,METFORMIN,UWB1289,0,-2.0448
GEMCITABINE,METFORMIN,UWB1289BRCA1,0,5.082162
GEMCITABINE,METFORMIN,VCAP,0,5.617116
GEMCITABINE,METFORMIN,ZR751,0,-4.05493
GEMCITABINE,METHOTREXATE,A2058,0,-10.7146
GEMCITABINE,METHOTREXATE,A2780,2,-3.1742
GEMCITABINE,METHOTREXATE,A375,1,0.254318
GEMCITABINE,METHOTREXATE,A427,0,-6.14981
GEMCITABINE,METHOTREXATE,CAOV3,0,-0.69186
GEMCITABINE,METHOTREXATE,COLO320DM,0,-2.68684
GEMCITABINE,METHOTREXATE,DLD1,0,0.697719
GEMCITABINE,METHOTREXATE,EFM192B,0,0.237879
GEMCITABINE,METHOTREXATE,ES2,0,-1.462
GEMCITABINE,METHOTREXATE,HCT116,2,-12.0367
GEMCITABINE,METHOTREXATE,HT144,0,4.061966
GEMCITABINE,METHOTREXATE,HT29,1,-6.25002
GEMCITABINE,METHOTREXATE,KPL1,0,-10.8607
GEMCITABINE,METHOTREXATE,LNCAP,0,-31.8403
GEMCITABINE,METHOTREXATE,LOVO,0,-1.14096
GEMCITABINE,METHOTREXATE,MDAMB436,0,-2.34979
GEMCITABINE,METHOTREXATE,MSTO,0,-9.7912
GEMCITABINE,METHOTREXATE,NCIH1650,0,-8.70891
GEMCITABINE,METHOTREXATE,NCIH2122,0,-8.03799
GEMCITABINE,METHOTREXATE,NCIH23,0,-9.06715
GEMCITABINE,METHOTREXATE,NCIH460,0,-10.4387
GEMCITABINE,METHOTREXATE,NCIH520,0,-7.97153
GEMCITABINE,METHOTREXATE,OCUBM,0,-4.05779
GEMCITABINE,METHOTREXATE,OV90,0,-0.20095
GEMCITABINE,METHOTREXATE,OVCAR3,0,-14.403
GEMCITABINE,METHOTREXATE,PA1,0,-10.4697
GEMCITABINE,METHOTREXATE,RKO,0,-10.0368
GEMCITABINE,METHOTREXATE,RPMI7951,0,-7.33688
GEMCITABINE,METHOTREXATE,SKMEL30,0,-5.23342
GEMCITABINE,METHOTREXATE,SKMES1,0,-8.93293
GEMCITABINE,METHOTREXATE,SKOV3,0,-1.00054
GEMCITABINE,METHOTREXATE,SW620,1,-5.7663
GEMCITABINE,METHOTREXATE,SW837,0,0.499942
GEMCITABINE,METHOTREXATE,T47D,0,-12.2694
GEMCITABINE,METHOTREXATE,UACC62,0,-2.33573
GEMCITABINE,METHOTREXATE,UWB1289,0,-3.7538
GEMCITABINE,METHOTREXATE,UWB1289BRCA1,0,-2.30105
GEMCITABINE,METHOTREXATE,VCAP,0,-10.5459
GEMCITABINE,METHOTREXATE,ZR751,0,-7.00701
GEMCITABINE,MITOMYCIN,A2058,0,13.15428
GEMCITABINE,MITOMYCIN,A2780,0,3.554067
GEMCITABINE,MITOMYCIN,A375,0,-3.88036
GEMCITABINE,MITOMYCIN,A427,0,12.74829
GEMCITABINE,MITOMYCIN,CAOV3,0,0.109333
GEMCITABINE,MITOMYCIN,COLO320DM,0,12.25194
GEMCITABINE,MITOMYCIN,DLD1,0,13.25232
GEMCITABINE,MITOMYCIN,EFM192B,0,1.78802
GEMCITABINE,MITOMYCIN,ES2,0,3.559504
GEMCITABINE,MITOMYCIN,HCT116,0,5.889826
GEMCITABINE,MITOMYCIN,HT144,0,19.49977
GEMCITABINE,MITOMYCIN,HT29,0,32.00178
GEMCITABINE,MITOMYCIN,KPL1,0,1.227076
GEMCITABINE,MITOMYCIN,LNCAP,0,2.349875
GEMCITABINE,MITOMYCIN,LOVO,0,0.629173
GEMCITABINE,MITOMYCIN,MDAMB436,0,13.23511
GEMCITABINE,MITOMYCIN,MSTO,0,-3.89346
GEMCITABINE,MITOMYCIN,NCIH1650,0,13.87781
GEMCITABINE,MITOMYCIN,NCIH2122,0,2.023115
GEMCITABINE,MITOMYCIN,NCIH23,0,-2.33856
GEMCITABINE,MITOMYCIN,NCIH460,0,3.850421
GEMCITABINE,MITOMYCIN,NCIH520,0,5.54563
GEMCITABINE,MITOMYCIN,OCUBM,0,6.916725
GEMCITABINE,MITOMYCIN,OV90,0,-0.58302
GEMCITABINE,MITOMYCIN,OVCAR3,0,1.15035
GEMCITABINE,MITOMYCIN,PA1,0,5.248514
GEMCITABINE,MITOMYCIN,RKO,0,-18.4241
GEMCITABINE,MITOMYCIN,RPMI7951,0,-1.20052
GEMCITABINE,MITOMYCIN,SKMEL30,0,11.25997
GEMCITABINE,MITOMYCIN,SKMES1,0,-16.9344
GEMCITABINE,MITOMYCIN,SKOV3,0,2.273984
GEMCITABINE,MITOMYCIN,SW620,0,15.49206
GEMCITABINE,MITOMYCIN,SW837,0,32.15
GEMCITABINE,MITOMYCIN,T47D,0,-3.84664
GEMCITABINE,MITOMYCIN,UACC62,0,14.98031
GEMCITABINE,MITOMYCIN,UWB1289,0,3.559902
GEMCITABINE,MITOMYCIN,UWB1289BRCA1,0,18.84411
GEMCITABINE,MITOMYCIN,VCAP,0,12.85601
GEMCITABINE,MITOMYCIN,ZR751,0,5.572089
GEMCITABINE,OXALIPLATIN,A2058,0,6.551063
GEMCITABINE,OXALIPLATIN,A2780,1,-2.04989
GEMCITABINE,OXALIPLATIN,A375,0,-0.20805
GEMCITABINE,OXALIPLATIN,A427,0,2.193367
GEMCITABINE,OXALIPLATIN,CAOV3,0,0.669048
GEMCITABINE,OXALIPLATIN,COLO320DM,0,6.420564
GEMCITABINE,OXALIPLATIN,DLD1,0,3.631106
GEMCITABINE,OXALIPLATIN,EFM192B,0,0.768155
GEMCITABINE,OXALIPLATIN,ES2,0,-0.69319
GEMCITABINE,OXALIPLATIN,HCT116,8,3.217534
GEMCITABINE,OXALIPLATIN,HT144,0,0.885579
GEMCITABINE,OXALIPLATIN,HT29,6,7.053534
GEMCITABINE,OXALIPLATIN,KPL1,0,5.002353
GEMCITABINE,OXALIPLATIN,LNCAP,0,-5.24739
GEMCITABINE,OXALIPLATIN,LOVO,3,-4.783
GEMCITABINE,OXALIPLATIN,MDAMB436,0,8.238703
GEMCITABINE,OXALIPLATIN,MSTO,0,-2.39628
GEMCITABINE,OXALIPLATIN,NCIH1650,0,-0.95766
GEMCITABINE,OXALIPLATIN,NCIH2122,0,4.435952
GEMCITABINE,OXALIPLATIN,NCIH23,0,-7.38237
GEMCITABINE,OXALIPLATIN,NCIH460,0,-5.74321
GEMCITABINE,OXALIPLATIN,NCIH520,0,-0.18148
GEMCITABINE,OXALIPLATIN,OCUBM,0,5.9456
GEMCITABINE,OXALIPLATIN,OV90,0,-2.55022
GEMCITABINE,OXALIPLATIN,OVCAR3,0,-2.45194
GEMCITABINE,OXALIPLATIN,PA1,0,-3.58444
GEMCITABINE,OXALIPLATIN,RKO,0,-5.32814
GEMCITABINE,OXALIPLATIN,RPMI7951,0,-1.56824
GEMCITABINE,OXALIPLATIN,SKMEL30,0,3.976597
GEMCITABINE,OXALIPLATIN,SKMES1,0,-13.9948
GEMCITABINE,OXALIPLATIN,SKOV3,0,2.470745
GEMCITABINE,OXALIPLATIN,SW620,1,3.671233
GEMCITABINE,OXALIPLATIN,SW837,0,9.782725
GEMCITABINE,OXALIPLATIN,T47D,0,4.579397
GEMCITABINE,OXALIPLATIN,UACC62,0,1.524439
GEMCITABINE,OXALIPLATIN,UWB1289,0,2.061561
GEMCITABINE,OXALIPLATIN,UWB1289BRCA1,0,9.916806
GEMCITABINE,OXALIPLATIN,VCAP,0,9.078986
GEMCITABINE,OXALIPLATIN,ZR751,0,-0.78176
GEMCITABINE,PACLITAXEL,A2058,0,-9.93773
GEMCITABINE,PACLITAXEL,A2780,11,-6.73967
GEMCITABINE,PACLITAXEL,A375,1,-19.7738
GEMCITABINE,PACLITAXEL,A427,0,-0.63787
GEMCITABINE,PACLITAXEL,CAOV3,0,-0.86977
GEMCITABINE,PACLITAXEL,COLO320DM,0,0.91941
GEMCITABINE,PACLITAXEL,DLD1,1,2.482675
GEMCITABINE,PACLITAXEL,EFM192B,0,-17.7858
GEMCITABINE,PACLITAXEL,ES2,0,4.643792
GEMCITABINE,PACLITAXEL,HCT116,13,-15.1636
GEMCITABINE,PACLITAXEL,HT144,0,23.61372
GEMCITABINE,PACLITAXEL,HT29,4,-2.21151
GEMCITABINE,PACLITAXEL,KPL1,0,0.965037
GEMCITABINE,PACLITAXEL,LNCAP,2,-25.296
GEMCITABINE,PACLITAXEL,LOVO,0,-3.45957
GEMCITABINE,PACLITAXEL,MDAMB436,0,1.392288
GEMCITABINE,PACLITAXEL,MSTO,0,-4.25354
GEMCITABINE,PACLITAXEL,NCIH1650,0,-8.82189
GEMCITABINE,PACLITAXEL,NCIH2122,0,-60.6904
GEMCITABINE,PACLITAXEL,NCIH23,0,-8.94054
GEMCITABINE,PACLITAXEL,NCIH460,0,-0.73378
GEMCITABINE,PACLITAXEL,NCIH520,0,-3.82715
GEMCITABINE,PACLITAXEL,OCUBM,0,-9.05922
GEMCITABINE,PACLITAXEL,OV90,0,4.00484
GEMCITABINE,PACLITAXEL,OVCAR3,0,-18.1551
GEMCITABINE,PACLITAXEL,PA1,0,-11.2956
GEMCITABINE,PACLITAXEL,RKO,0,-15.8666
GEMCITABINE,PACLITAXEL,RPMI7951,0,-8.60401
GEMCITABINE,PACLITAXEL,SKMEL30,0,7.055668
GEMCITABINE,PACLITAXEL,SKMES1,0,-24.6196
GEMCITABINE,PACLITAXEL,SKOV3,3,-5.28516
GEMCITABINE,PACLITAXEL,SW620,0,1.295428
GEMCITABINE,PACLITAXEL,SW837,0,18.43961
GEMCITABINE,PACLITAXEL,T47D,3,-12.9644
GEMCITABINE,PACLITAXEL,UACC62,0,-0.92412
GEMCITABINE,PACLITAXEL,UWB1289,0,-12.9053
GEMCITABINE,PACLITAXEL,UWB1289BRCA1,0,5.430218
GEMCITABINE,PACLITAXEL,VCAP,0,-3.05074
GEMCITABINE,PACLITAXEL,ZR751,0,6.365712
GEMCITABINE,SN-38,A2058,0,-5.38732
GEMCITABINE,SN-38,A2780,1,-0.05324
GEMCITABINE,SN-38,A375,0,-14.3547
GEMCITABINE,SN-38,A427,0,-3.36519
GEMCITABINE,SN-38,CAOV3,0,-6.34014
GEMCITABINE,SN-38,COLO320DM,0,4.825907
GEMCITABINE,SN-38,DLD1,0,4.692687
GEMCITABINE,SN-38,EFM192B,0,4.57037
GEMCITABINE,SN-38,ES2,0,4.630764
GEMCITABINE,SN-38,HCT116,3,-8.44174
GEMCITABINE,SN-38,HT144,0,17.16721
GEMCITABINE,SN-38,HT29,3,-0.00958
GEMCITABINE,SN-38,KPL1,0,7.725011
GEMCITABINE,SN-38,LNCAP,0,-18.1811
GEMCITABINE,SN-38,LOVO,1,-1.16757
GEMCITABINE,SN-38,MDAMB436,0,3.42156
GEMCITABINE,SN-38,MSTO,0,-1.29497
GEMCITABINE,SN-38,NCIH1650,0,-2.5832
GEMCITABINE,SN-38,NCIH2122,0,-2.00554
GEMCITABINE,SN-38,NCIH23,0,-4.82087
GEMCITABINE,SN-38,NCIH460,0,2.287252
GEMCITABINE,SN-38,NCIH520,0,1.87012
GEMCITABINE,SN-38,OCUBM,0,-3.58326
GEMCITABINE,SN-38,OV90,0,-2.28394
GEMCITABINE,SN-38,OVCAR3,0,1.39091
GEMCITABINE,SN-38,PA1,0,-9.86353
GEMCITABINE,SN-38,RKO,0,-9.65184
GEMCITABINE,SN-38,RPMI7951,0,-8.21817
GEMCITABINE,SN-38,SKMEL30,0,5.014712
GEMCITABINE,SN-38,SKMES1,0,-9.2914
GEMCITABINE,SN-38,SKOV3,0,-3.89697
GEMCITABINE,SN-38,SW620,0,-4.54527
GEMCITABINE,SN-38,SW837,0,14.87742
GEMCITABINE,SN-38,T47D,0,-9.81761
GEMCITABINE,SN-38,UACC62,0,4.205419
GEMCITABINE,SN-38,UWB1289,0,2.453409
GEMCITABINE,SN-38,UWB1289BRCA1,0,12.79541
GEMCITABINE,SN-38,VCAP,0,12.69862
GEMCITABINE,SN-38,ZR751,0,13.80897
GEMCITABINE,TOPOTECAN,A2058,0,6.944874
GEMCITABINE,TOPOTECAN,A2780,6,4.546609
GEMCITABINE,TOPOTECAN,A375,0,-7.12837
GEMCITABINE,TOPOTECAN,A427,0,12.60076
GEMCITABINE,TOPOTECAN,CAOV3,0,6.406459
GEMCITABINE,TOPOTECAN,COLO320DM,0,9.433741
GEMCITABINE,TOPOTECAN,DLD1,0,9.099901
GEMCITABINE,TOPOTECAN,EFM192B,0,4.775954
GEMCITABINE,TOPOTECAN,ES2,0,7.373264
GEMCITABINE,TOPOTECAN,HCT116,4,-0.51803
GEMCITABINE,TOPOTECAN,HT144,0,20.48184
GEMCITABINE,TOPOTECAN,HT29,1,11.37219
GEMCITABINE,TOPOTECAN,KPL1,0,9.678578
GEMCITABINE,TOPOTECAN,LNCAP,0,-97.3942
GEMCITABINE,TOPOTECAN,LOVO,1,2.577617
GEMCITABINE,TOPOTECAN,MDAMB436,0,6.282953
GEMCITABINE,TOPOTECAN,MSTO,0,-8.62109
GEMCITABINE,TOPOTECAN,NCIH1650,0,-1.10061
GEMCITABINE,TOPOTECAN,NCIH2122,0,4.303757
GEMCITABINE,TOPOTECAN,NCIH23,0,2.80928
GEMCITABINE,TOPOTECAN,NCIH460,0,-9.01261
GEMCITABINE,TOPOTECAN,NCIH520,0,9.912065
GEMCITABINE,TOPOTECAN,OCUBM,0,-3.30686
GEMCITABINE,TOPOTECAN,OV90,0,3.251011
GEMCITABINE,TOPOTECAN,OVCAR3,1,1.64243
GEMCITABINE,TOPOTECAN,PA1,0,-7.00002
GEMCITABINE,TOPOTECAN,RKO,0,-4.97065
GEMCITABINE,TOPOTECAN,RPMI7951,0,-1.70364
GEMCITABINE,TOPOTECAN,SKMEL30,0,15.07117
GEMCITABINE,TOPOTECAN,SKMES1,0,-13.6443
